Name,Price,Cuisine,Award,FacilitiesAndServices,Description,Combined,City,Country,Continent,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Year
Hsiao Cho Chih Chia,$$,Taiwanese,Bib Gourmand,"Air conditioning,Cash only","This little gem with only five tables opened its doors in 1995 and moved to this address in 2010. The chef has been cooking professionally for over 40 years and he excels in making additive-free, simple but delicious Taiwanese dishes with the freshest catch from the sea. Regulars also come for abalone silkie chicken soup, double-boiled with Chinese herbs for two hours. Grilled pork trotter with gelatinous skin and juicy flesh is also unmissable.","25.065868, 121.530352",Taipei,Taiwan,Asia,16.1,16.5,18.5,21.9,25.2,27.7,29.6,29.2,27.4,24.5,21.5,17.9,23.0
Monsoon,$$,Vegetarian,Bib Gourmand,"Air conditioning,Cash only","The room with bare concrete, exposed bricks and reclaimed furniture adjoins a terrace generously adorned by potted plants. Having spent 20 years with Western cuisine, the chef revisits his roots and tells captivating culinary stories with refined vegan neo-Hakkanese cooking. All ingredients are sourced from Miaoli County where he hails from. The dish ‘Rebirth’, for example, is smoked cabbage wrap with a mashed potato and salted mustard greens filling.","25.088522, 121.5263181",Taipei,Taiwan,Asia,16.1,16.5,18.5,21.9,25.2,27.7,29.6,29.2,27.4,24.5,21.5,17.9,23.0
A Kuo Lu Wei,$,Street Food,Bib Gourmand,Cash only,"It sells a range of items braised in a spiced marinade. Try their duck wings, pork uterus and baby sweetcorn.","25.0507556, 121.5775559",Taipei,Taiwan,Asia,16.1,16.5,18.5,21.9,25.2,27.7,29.6,29.2,27.4,24.5,21.5,17.9,23.0
Unnamed Clay Oven Roll,$,Street Food,Bib Gourmand,Cash only,This push cart near the end of the market always attracts a queue. Try their sweet pastry and long shaobing.,"25.0284359, 121.5067445",Taipei,Taiwan,Asia,16.1,16.5,18.5,21.9,25.2,27.7,29.6,29.2,27.4,24.5,21.5,17.9,23.0
Good Friend Cold Noodles,$,Street Food,Bib Gourmand,Cash only,"Noodles dressed in sesame sauce impart a hint of lemony fragrance, a perfect match for egg drop miso soup.","25.0891725, 121.525463",Taipei,Taiwan,Asia,16.1,16.5,18.5,21.9,25.2,27.7,29.6,29.2,27.4,24.5,21.5,17.9,23.0
Little Tree Food (Da'an Road),$$,Vegetarian,Bib Gourmand,"Air conditioning,American Express credit card,China UnionPay,Credit card / Debit card accepted,JCB,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card","There’s no shortage of vegetarian restaurants in Taipei, but not many position themselves as a vegetarian equivalent of an American bistro. The head chef has experience in Sichuan and western cuisines, so his menu shows eclectic influences in addition to pastas and pizzas. Spicy dumplings with tofu filling are Sichuanese inspired; fried cauliflower is enrobed in Korean gochujang glaze; pad krapow burning bowl is a Thai-style salad.","25.0399033, 121.5447888",Taipei,Taiwan,Asia,16.1,16.5,18.5,21.9,25.2,27.7,29.6,29.2,27.4,24.5,21.5,17.9,23.0
Rong Rong Yuan,$$,Zhejiang,Bib Gourmand,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Valet parking,Visa credit card,Wheelchair access","The chef has been at the helm here for 30 years and each dish is prepared the same way as it was when the shop opened in 1965. The must-try braised pork ribs are slow-cooked in an onion broth for six hours until the meat falls off the bone – the perfect match for the guangbing flatbread. Other signatures include oxtail on a sizzling hotplate, dongpo pork with red yeast rice, and Beggar’s chicken. Most items need pre-ordering. Service is warm and homely.","25.0335861, 121.5446576",Taipei,Taiwan,Asia,16.1,16.5,18.5,21.9,25.2,27.7,29.6,29.2,27.4,24.5,21.5,17.9,23.0
Da-Qiao-Tou Tube Rice Pudding,$,Small eats,Bib Gourmand,Cash only,"Though technically in a night market, this third-generation family business is only open from dawn till dusk. Since 1973, the regulars have been returning for its steamed sticky rice that is chewy but never mushy. Year-old aged rice is mixed with fried scallion and garlic before steamed with lean or fatty pork. It tastes best with homemade sweet chilli sauce and spicy radish sauce. Also try the oyster soup steeped in umami and plump oysters.","25.0649859, 121.5111851",Taipei,Taiwan,Asia,16.1,16.5,18.5,21.9,25.2,27.7,29.6,29.2,27.4,24.5,21.5,17.9,23.0
Cabbage Rice and Pork Rib Soup,$,Street Food,Bib Gourmand,Cash only,"Simple but addictive, cabbage rice and clear pork rib radish soup are the comfort food everyone craves.","25.06378, 121.51119",Taipei,Taiwan,Asia,16.1,16.5,18.5,21.9,25.2,27.7,29.6,29.2,27.4,24.5,21.5,17.9,23.0
Do It True (Xinyi),$$,Beijing Cuisine,Bib Gourmand,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Visa credit card","The menu at this 60-plus-year-old restaurant offers variations of dishes that the owner’s great uncle once cooked for Empress Cixi of Qing Dynasty. Crispy and juicy, the deep-fried pork balls made with hind leg cuts are an absolute must-try. Pork and cabbage pickle casserole, grouper fillet in distiller’s grain sauce, and giant inch-thick scallion pancakes are also recommended. It’s located on a tree-lined boulevard and comes with large windows and walnut wood furniture.","25.037228, 121.561034",Taipei,Taiwan,Asia,16.1,16.5,18.5,21.9,25.2,27.7,29.6,29.2,27.4,24.5,21.5,17.9,23.0
A Cheng Goose (Zhongshan),$$,Taiwanese,Bib Gourmand,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Visa credit card","Opened in 2010, this branch of the brand has been focusing on its take-out service since the COVID-19 pandemic. A new three-storey branch right across the street was launched to take care of dine-in customers. Its famous goose from Yunlin County is served two ways – boiled or smoked, the latter being the most popular. Diners can also choose the cut: the leaner, boneless breast or the tender, juicier leg. Try the braised gizzards or blood pudding, too.","25.056295, 121.5302932",Taipei,Taiwan,Asia,16.1,16.5,18.5,21.9,25.2,27.7,29.6,29.2,27.4,24.5,21.5,17.9,23.0
Peng Family,$$,Cantonese,Bib Gourmand,"Air conditioning,Cash only","The owner-chef moved to Taiwan from Hong Kong over 35 years ago to bring authentic Cantonese cooking to the island. The décor of his family-run restaurant may be rather old-school but the crystal ceiling lamps, red carpet and Chinese paintings are welcoming and familiar. Seafood dishes, such as silky egg white custard with scallops, fried crab with glass noodles in a clay pot, and steamed seafood, are particularly prized.","25.0359368, 121.5475693",Taipei,Taiwan,Asia,16.1,16.5,18.5,21.9,25.2,27.7,29.6,29.2,27.4,24.5,21.5,17.9,23.0
Din Tai Fung (Xinyi Road),$$,Shanghainese,Bib Gourmand,"Air conditioning,Credit card / Debit card accepted,JCB,Mastercard credit card,Visa credit card,Wheelchair access","The story of the international chain famous for xiao long bao dates back to 1972 when its first shop opened on Xinyi Road. The former flagship eatery is now takeaway-only, but dine-in service is available on the other side of the street in a 330-seater four-storey venue inaugurated in 2020. Besides the aforementioned soup dumplings, also try the sweet and sour pork, bitter melon pork rib soup and steamed taro buns.","25.03381, 121.5322",Taipei,Taiwan,Asia,16.1,16.5,18.5,21.9,25.2,27.7,29.6,29.2,27.4,24.5,21.5,17.9,23.0
Chi Chia Chuang (Changchun Road),$$,Taiwanese,Bib Gourmand,"Air conditioning,American Express credit card,China UnionPay,Credit card / Debit card accepted,JCB,Mastercard credit card,Valet parking,Visa credit card","Chicken features heavily on the menu and the owner is picky about them – he uses only pullets from 5 to 6 months old for their tender meat. Specialities include the classic three-cup chicken that imparts rich aromas, perfect with the chewy pork blood cake. The crispy deep-fried chicken rolls, and the rich, flavourful chicken soup are also worth trying. Don’t forget to end the meal with their homemade egg pudding. Service is warm and friendly.","25.055052, 121.526092",Taipei,Taiwan,Asia,16.1,16.5,18.5,21.9,25.2,27.7,29.6,29.2,27.4,24.5,21.5,17.9,23.0
Lao Shan Dong Homemade Noodles,$,Noodles,Bib Gourmand,"Air conditioning,Cash only","This household name in the beef noodle scene has been attracting a loyal following with its ribbon noodles and beef broth since 1949. Beef bones and a blend of Chinese herbs give the broth its flavour and depth. Noodles are cut and cooked to order and local and Australian beef is simmered in the broth for hours until tender, so slurping up the broth gives you a burst of flavours. Cold sides such as pork ear in aspic and pickled cabbage are made fresh daily.","25.0435862, 121.5059525",Taipei,Taiwan,Asia,16.1,16.5,18.5,21.9,25.2,27.7,29.6,29.2,27.4,24.5,21.5,17.9,23.0
Chung Chia Sheng Jian Bao,$,Street Food,Bib Gourmand,Cash only,This stall sells pan-fried buns with crispy bottoms and fluffy tops. Choose between cabbage and pork fillings.,"25.0896291, 121.5263441",Taipei,Taiwan,Asia,16.1,16.5,18.5,21.9,25.2,27.7,29.6,29.2,27.4,24.5,21.5,17.9,23.0
HUGH dessert dining,$$,French Contemporary,Bib Gourmand,"Air conditioning,American Express credit card,China UnionPay,Credit card / Debit card accepted,JCB,Mastercard credit card,Visa credit card","Formerly a private dessert lab open by appointment only, Hugh turned into a sleek, minimalistic restaurant with regular hours in 2021. The 6- to 7- course dessert dining menu includes the best sweets in season, not only exquisitely plated, but also subverting preconceptions. Courses flow elegantly from one to another, presenting a variety of depth and textures. It’s also worth paying extra for the hidden improvised course. Booking is mandatory.","25.0676278, 121.5121712",Taipei,Taiwan,Asia,16.1,16.5,18.5,21.9,25.2,27.7,29.6,29.2,27.4,24.5,21.5,17.9,23.0
Halal Chinese Beef Noodles (Da'an),$,Noodles,Bib Gourmand,"Air conditioning,Cash only","For his restaurant with over 60 years of history, the owner insists on using only Taiwanese beef that has never been frozen for the best flavour and texture. The beef stock is simmered all day to develop deep flavours without any greasiness. Apart from their signature braised beef noodle soup, also try fried-to-order flatbread, which is stuffed with stir-fried shredded beef. The beef jerky is also good but is only available in strictly limited quantity.","25.0422509, 121.5549813",Taipei,Taiwan,Asia,16.1,16.5,18.5,21.9,25.2,27.7,29.6,29.2,27.4,24.5,21.5,17.9,23.0
Mother's Kitchen,$$,Taiwanese,Bib Gourmand,"Air conditioning,Car park,Cash only,Terrace","Décor lifted out of rustic farmhouses circa 1950s and memorabilia from the owner’s hometown provide the backdrop for classic comfort food. Only black pig slaughtered on the same day is used for the meltingly soft, traditional braised pork belly. The sizzling and aromatic three-cup frog is another speciality not to be missed - round it out with lard on steamed rice and marble soda. Bookings are recommended and there’s live music on Saturday nights.","25.118305, 121.536",Taipei,Taiwan,Asia,16.1,16.5,18.5,21.9,25.2,27.7,29.6,29.2,27.4,24.5,21.5,17.9,23.0
Mai Mien Yen Tsai,$,Noodles,Bib Gourmand,Cash only,"This shop on the ground floor of a somewhat dilapidated apartment has over 80 years of history. There is always a queue lining up for their egg or rice noodles, either served in a flavoursome stock made with pork bones, offal and chicken, or dressed in a sweet sauce. Side dishes such as pork offal, boiled chicken and blanched squid are also not to be missed. The signature fried braised pork, crispy and succulent, is only available after 10am.","25.0610377, 121.5098001",Taipei,Taiwan,Asia,16.1,16.5,18.5,21.9,25.2,27.7,29.6,29.2,27.4,24.5,21.5,17.9,23.0
Wang's Broth,$,Street Food,Bib Gourmand,"Air conditioning,Cash only","As well as minced pork and pickled cucumber in broth, try their steamed rice with ‘black gold’ pork sauce.","25.03921, 121.49846",Taipei,Taiwan,Asia,16.1,16.5,18.5,21.9,25.2,27.7,29.6,29.2,27.4,24.5,21.5,17.9,23.0
MoonMoonFood (Qingdao East Road),$$,Taiwanese,Bib Gourmand,"Air conditioning,Credit card / Debit card accepted,JCB,Mastercard credit card,Visa credit card","The family feel is evident in this shop serving healthy home-style cooking. Their signature chicken soup is made daily with freshly slaughtered free-range chicken; the stock is simmered for hours and extra chicken is added at the end to keep it juicy and tender. Fresh plump oysters shipped straight from Dongshi of Chiayi County are used in soups or blanched and dressed in a sauce. Don't miss their glutinous oil rice, which tends to run out early.","25.043659, 121.522054",Taipei,Taiwan,Asia,16.1,16.5,18.5,21.9,25.2,27.7,29.6,29.2,27.4,24.5,21.5,17.9,23.0
Shih Chia Big Rice Ball,$,Small eats,Bib Gourmand,Cash only,"Founded in the 1960s, Shih Chia is synonymous with savoury glutinous rice balls with juicy pork and vegetable filling in Miaoli Hakkanese style. The second-generation owner strictly follows his mother's recipe and uses only year-old, round-grain sticky rice to make the toothsome elastic dough; the broth seduces with the umami of bonito flakes and the tangy depth of preserved cabbage. There are also snacks from Fujian and other Chinese provinces.","25.06512, 121.51097",Taipei,Taiwan,Asia,16.1,16.5,18.5,21.9,25.2,27.7,29.6,29.2,27.4,24.5,21.5,17.9,23.0
